Time, Pa
0,98965.08
314,98652.88
628,98655.82
957,98646.58
1271,98631.23
1585,98639.3
1899,98633.1
2217,98649.48
2531,98651.85
2845,98646.83
3159,98650.72
3477,98642.67
3791,98645.6
4105,98633.41
4419,98648.84
4737,98637.27
5051,98648.43
5365,98647.2
5679,98644.57
6009,98643.34
6323,98653.43
6637,98640.27
6951,98648.43
7269,98646.19
7583,98647.73
7897,98645.37
8211,98656.91
8529,98648.29
8843,98646.79
9157,98651.12
9471,98647.37
9789,98651.72
10103,98649.52
10417,98648.07
10731,98646.05
11049,98645.9
11363,98636.05
11677,98644.48
11991,98646.01
12309,98646.7
12623,98650.9
12937,98646.2
13251,98647.83
13569,98653.41
13883,98652.06
14197,98646.09
14511,98651.77
14829,98653.27
15143,98649.52
15457,98652.51
15771,98646.2
16089,98649.22
16403,98649.34
16717,98652.47
17031,98631.33
17349,98644.96
17663,98641.32
17977,98655.41
18291,98652.04
18609,98648.68
18923,98648.72
19237,98641.19
19551,98640.48
19869,98642.59
20183,98645.23
20497,98648.63
20811,98647.08
21129,98639.25
21443,98647.08
21757,98629.76
22071,98648.72
22389,98650.76
22703,98649.44
23017,98654.09
23331,98644.5
23649,98649.07
23963,98651.89
24277,98655.84
24591,98651.7
24909,98644.55
25223,98659.83
25537,98648.27
25851,98650.05
26169,98645.09
26483,98636.7
26797,98653.27
27111,98641.85
27429,98648.55
27743,98645.3
28057,98650.07
28371,98648.48
28689,98651.99
29003,98655.41
29317,98650.3
29631,98647.47
29949,98649.82
30263,98654.41
30577,98648.24
30891,98652.34
31209,98646.99
31523,98648.56
31837,98646.14
32151,98633.7
32469,98657.22
32783,98649.7
33097,98643.91
33411,98644.53
33729,98659.41
34043,98644.84
34357,98643.55
34671,98650.85
34989,98648.66
35303,98641.34
35617,98646.87
35931,98646.2
36249,98645.35
36563,98634.45
36877,98648.98
37191,98646.85
37509,98645.16
37823,99203.63
38137,100239.73
38451,100468.94
38769,100619.6
39083,100385.72
39397,100700.69
39711,101335.1
40029,102427.05
40343,102314.57
40657,102029.7
40971,101782.99
41289,102005.77
41603,101670.58
41917,102163.73
42235,100431.55
42549,101035.14
42863,101368.09
43177,100920.14
43495,101097.25
43809,101174.38
44123,101157.73
44437,101264.45
44755,102073.66
45069,99857.91
